Employee_id,first_name,last_name,gender,Salary,Date_of_Birth,Age,Country,Department,Date_of_Joining,Manager_id,Currency
910,Alana,Earsman,Female,65797,20/09/1980,21,Brazil,8,26/05/2020,4,INR
911,Mirabella,Radnedge,Female,105352,23/05/1989,47,Sweden,4,15/06/2020,14,INR
912,Jeffie,Noon,Female,66276,30/10/1986,-10,Japan,5,24/11/2020,16,AUD
913,Lisabeth,Bloys,Male,85465,12/11/1987,38,Brazil,18,15/03/2020,5,AUD
914,Friedrick,Mandrier,Female,76354,17/07/1983,-6,Sweden,6,01/12/2020,10,INR
915,Lona,Allred,Female,94714,30/09/1987,-11,Canada,5,25/02/2020,8,AUD
916,Rois,Cordy,Female,68617,16/09/1986,22,UAE,18,21/02/2020,5,AUD
917,Elijah,Dorning,Female,114254,12/04/1985,50,China,1,18/11/2020,8,INR
918,Catlaina,Feary,Male,68863,08/09/1987,53,USA,18,12/11/2020,13,AUD
919,Mariam,Duiguid,Female,111083,28/04/1983,-16,Germany,12,08/02/2020,5,INR
920,Nari,Gotecliffe,Female,120284,22/12/1986,46,UAE,15,10/09/2020,4,AUD
921,Tedmund,Parriss,Male,61643,26/01/1980,43,Canada,17,24/06/2020,14,INR
922,Ferd,Blase,Female,110852,16/03/1986,-2,USA,14,28/01/2020,9,AUD
923,Maurizia,Birch,Female,93991,29/10/1987,3,Brazil,17,16/11/2020,8,AUD
924,Lauretta,Latchford,Male,79771,12/03/1983,24,USA,7,01/05/2020,4,AUD
925,Washington,Enderwick,Male,86086,27/01/1991,23,Sweden,15,03/08/2020,4,INR
926,Pierre,MacConnulty,Male,126315,15/09/1992,12,Sweden,20,09/10/2020,6,INR
927,Pip,Ambrozik,Female,102766,21/12/1981,52,Denmark,3,09/04/2020,1,INR
928,Kienan,Tuftin,Male,117426,14/10/1988,-14,Sweden,10,29/05/2020,3,INR
929,Giacobo,Kapelhof,Female,90850,14/08/1985,55,India,10,11/06/2020,10,AUD
930,Petey,Comolli,Female,73698,30/12/1992,12,Sweden,14,12/09/2020,7,INR
931,Rufe,Dell,Female,113005,21/05/1991,59,India,14,04/02/2020,6,INR
932,Jorge,Millward,Male,88682,28/07/1987,-12,Australia,2,24/02/2020,4,AUD
933,Haze,Sharper,Female,64280,25/02/1984,6,Canada,7,03/07/2020,20,INR
934,Marsiella,Josselson,Female,128857,09/09/1983,36,UAE,19,23/07/2020,14,AUD
935,Tate,Shyre,Male,77886,18/11/1988,58,Germany,11,04/05/2020,2,INR
936,Clementine,Howison,Female,74422,17/12/1982,55,Germany,10,29/07/2020,2,INR
937,Tedda,Rodden,Female,83422,27/12/1985,-3,Canada,3,18/03/2020,1,INR
938,Dannie,Mesant,Female,126661,21/02/1984,49,China,3,01/04/2020,13,INR
939,Frederic,Lineham,Male,96050,10/05/1992,58,Brazil,1,25/04/2020,17,INR
940,Derron,Yushmanov,Male,90289,03/04/1987,51,Australia,2,09/12/2020,19,INR
941,Menard,Olivo,Male,111373,31/12/1984,43,Japan,10,28/09/2020,2,AUD
942,Weidar,Stannus,Male,71689,26/08/1982,24,UAE,14,28/12/2020,16,AUD
943,Aylmer,Shenley,Male,83385,31/10/1990,-11,China,15,04/05/2020,10,INR
944,Blair,Doumenc,Male,116965,04/02/1988,9,Canada,15,25/12/2020,1,AUD
945,Evan,Iacomelli,Male,70871,04/06/1989,46,Brazil,14,17/12/2020,7,INR
946,Dotti,Sebrens,Female,88393,24/03/1987,53,China,5,09/02/2020,14,AUD
947,Brittney,Harrod,Male,103730,14/03/1982,-8,Australia,11,14/09/2020,16,INR
948,Lucille,Revance,Male,66413,07/04/1988,0,Japan,12,27/12/2020,5,AUD
949,Essy,Theriot,Male,70877,05/03/1982,60,Canada,6,14/07/2020,8,INR
950,Vinny,Roux,Female,60972,17/10/1990,32,Germany,14,16/03/2020,13,INR
951,Sibilla,Dunseath,Male,90094,08/04/1987,7,USA,19,13/12/2020,10,INR
952,Northrup,MacIan,Male,101248,14/03/1990,60,Denmark,15,26/06/2020,19,INR
953,Manya,Brelsford,Female,103554,23/06/1986,27,Denmark,13,06/11/2020,1,AUD
954,Isak,Seine,Female,84933,09/03/1990,-9,Denmark,8,22/05/2020,7,AUD
955,Deck,McIlheran,Male,82590,01/03/1980,7,UAE,17,06/05/2020,9,INR
956,Lorrie,Blackster,Male,128602,31/10/1980,56,UAE,5,19/08/2020,9,INR
957,Mattie,Habble,Male,77524,05/09/1981,49,Canada,19,31/12/2020,15,AUD
958,Danika,Matanin,Male,121217,02/01/1984,-10,Japan,6,06/08/2020,8,INR
959,Clio,MacNamara,Female,111077,09/02/1983,51,Brazil,11,21/10/2020,11,AUD
960,Mabel,Aronstein,Female,126381,24/09/1987,55,Australia,11,19/08/2020,13,AUD
961,Filmer,McMarquis,Male,71343,11/05/1991,50,USA,13,18/04/2020,8,AUD
962,Christi,Panswick,Female,112915,15/01/1986,2,UAE,3,21/01/2020,6,AUD
963,Kearney,Colbourn,Male,122670,10/07/1989,-6,Canada,1,20/12/2020,9,AUD
964,Valene,Mosedale,Female,126094,23/05/1984,24,Japan,20,25/07/2020,6,AUD
965,Corenda,Sigfrid,Female,107882,03/09/1992,-4,Brazil,7,05/07/2020,15,AUD
966,Brandice,Showt,Female,123450,30/09/1991,26,Sweden,16,02/03/2020,14,INR
967,Wayland,Witty,Male,127613,19/09/1988,40,Germany,14,06/11/2020,18,INR
968,Kylie,Simeoni,Female,127439,15/09/1982,7,Japan,3,22/04/2020,4,INR
969,Jacenta,Thornbarrow,Female,125505,24/12/1988,36,Germany,16,16/03/2020,5,AUD
970,Sarajane,Vellender,Female,66853,23/09/1988,40,Japan,17,07/01/2020,20,AUD
971,Ave,Dibbert,Male,95282,01/05/1985,37,Denmark,13,28/01/2020,11,AUD
972,Yasmin,Barnsdall,Male,84327,17/10/1983,-10,China,14,19/05/2020,20,INR
973,Kevin,Tutill,Female,60922,12/04/1991,59,China,9,06/06/2020,20,INR
974,Brendis,Scritch,Male,94425,03/06/1983,46,Canada,5,25/02/2020,11,INR
975,Wood,Camin,Female,64586,01/09/1988,46,Brazil,11,29/06/2020,19,INR
976,Gladys,Mil,Female,79734,02/06/1991,58,USA,1,23/06/2020,11,AUD
977,Esteban,Antonetti,Female,105464,10/01/1980,24,China,16,20/10/2020,16,AUD
978,Larisa,Radloff,Female,107399,11/12/1981,22,Canada,15,12/11/2020,19,INR
979,Karissa,Conklin,Female,70900,15/09/1988,-8,China,18,28/10/2020,7,AUD
980,Reggis,Simenot,Female,87394,27/06/1987,26,Germany,15,02/06/2020,1,AUD
981,Silvano,Biffen,Male,126120,26/02/1980,58,Canada,9,08/12/2020,18,AUD
982,Liane,Laxton,Female,71837,13/07/1984,57,Sweden,8,07/04/2020,19,INR
983,Dacia,Pynner,Male,74434,27/04/1992,36,Canada,6,14/02/2020,6,INR
984,Claribel,Keppy,Male,124424,22/03/1989,53,Germany,15,06/08/2020,11,INR
985,Johnna,Robertz,Male,101430,21/08/1992,-15,UAE,16,09/02/2020,20,AUD
986,Cristine,Rubinow,Male,64730,29/04/1982,25,Brazil,10,28/12/2020,6,INR
987,Avram,Duckers,Female,96164,05/05/1992,20,India,16,20/02/2020,9,AUD
988,Arte,Wiggins,Male,75638,17/12/1991,2,Brazil,5,18/07/2020,3,INR
989,Sharona,Gregory,Male,106426,01/09/1984,29,Brazil,19,20/01/2020,5,AUD
990,Dilly,Jarley,Male,106474,18/06/1992,-11,Japan,15,19/11/2020,5,INR
991,Efren,Tribell,Female,117144,27/05/1991,22,Denmark,15,27/06/2020,2,INR
992,Clementine,Balogun,Male,115020,01/04/1988,2,Sweden,17,18/11/2020,15,AUD
993,Helen-elizabeth,Mersh,Male,102268,29/07/1984,14,Germany,16,07/12/2020,13,AUD
994,Mendel,Stuckow,Female,95290,12/06/1983,11,Sweden,14,04/03/2020,4,INR
995,Tricia,De Vries,Male,99720,14/05/1980,1,USA,4,01/02/2020,6,INR
996,Garrot,Batistelli,Male,80277,16/03/1980,-7,Germany,12,21/06/2020,19,AUD
997,Corby,Le feuvre,Female,108423,22/07/1982,-9,China,20,09/08/2020,10,INR
998,Phillida,Rake,Female,119284,07/12/1991,27,USA,17,30/04/2020,2,AUD
999,Carlee,Bolens,Male,111075,16/06/1986,36,Germany,10,02/12/2020,9,AUD
1000,Irina,Rivenzon,Male,61061,20/01/1987,28,Japan,5,31/07/2020,14,INR
